edad,antiguedad,salario,horas_extra,satisfaccion,proyectos_completados,evaluacion_desempeno,departamento,nivel,educacion,abandono
38.0,10.0,,0.31982201581022707,5.279144198009712,2.0,2.9103948224426275,Marketing,Junior,Universitario,0
33.0,8.0,44115.763798162814,3.226655889064853,8.309451265923727,6.0,1.484984575157449,Finanzas,Junior,Maestría,0
27.0,5.0,47627.60902342028,3.673398753666914,2.0870599169272896,4.0,1.9485904324298873,Marketing,Mid,Universitario,0
64.0,8.0,68038.29114404155,1.1303951396169405,6.300042808565916,4.0,3.2180983143117317,Finanzas,Mid,Universitario,0
43.0,17.0,81796.7416998388,5.375792112304022,4.422632453237512,5.0,3.7486364835914463,Ventas,Senior,Bachiller,0
37.0,19.0,,,9.175324626009973,2.0,3.305888652463036,Marketing,Junior,Bachiller,0
,16.0,69013.7342165639,3.754799544951676,3.795112803468011,1.0,2.0608230563249417,Ventas,Junior,Universitario,1
46.0,10.0,64710.929725903196,3.717948944736453,7.196355822994829,,,IT,Junior,Universitario,0
,8.0,70821.9339238216,0.009027891536165487,3.096885216492829,2.0,3.9668576906922293,Marketing,Mid,Bachiller,0
22.0,,70468.50482443233,3.0424579550109847,7.779991739862145,4.0,4.449336434936901,Ventas,Mid,Maestría,0
36.0,2.0,52756.37295987869,13.846507366967238,9.809901029410815,2.0,3.5718793085740796,IT,Senior,Bachiller,0
38.0,1.0,50942.17682353966,0.13599577064273127,5.1720898718903445,3.0,4.73397999751535,IT,Mid,Maestría,1
64.0,2.0,66438.60231077985,1.5200315332873062,8.987447251859626,5.0,3.2113612039170962,Ventas,Mid,Maestría,0
40.0,19.0,,1.6285163399027622,4.144145100942764,2.0,4.596587509897729,Finanzas,Junior,Maestría,0
40.0,16.0,72827.46239305368,8.501918622718382,4.456570771533652,2.0,1.1825129808666475,IT,Junior,Universitario,0
41.0,10.0,68257.32591226322,2.144922028584185,2.0343108721398746,5.0,3.337093875648901,Finanzas,Junior,Universitario,1
22.0,16.0,62912.25545318764,1.2783555383311587,9.45915770114201,4.0,1.884893653404622,Finanzas,Mid,Universitario,0
44.0,11.0,,0.40553806813820487,5.659154361712855,1.0,1.9109579889111643,Marketing,Mid,Universitario,1
37.0,2.0,49854.911906570494,0.05654679641750254,4.898028970283003,3.0,4.141808105484659,Ventas,Mid,Doctorado,0
45.0,13.0,67908.9180412578,3.4535024550624382,1.611527071012515,4.0,4.339723821401513,Ventas,Junior,Universitario,0
,6.0,63653.612772122025,7.418167249240254,1.6699457663131994,3.0,2.3449029077431383,Marketing,Mid,Bachiller,0
36.0,7.0,,11.41088546094117,3.5922961986090702,3.0,4.213333046806927,Finanzas,Senior,Universitario,1
45.0,18.0,78798.81360501259,2.5774360092676196,8.692710826275686,4.0,4.228286281579662,RRHH,Mid,Bachiller,0
58.0,1.0,,1.7909229347747724,9.477576793777846,5.0,3.877570123930023,Finanzas,Mid,Maestría,0
62.0,6.0,79581.02427305868,0.9767273327416599,7.416435454316544,3.0,2.1521921681329306,Ventas,Mid,Universitario,0
54.0,15.0,81210.52726787515,1.294184547091162,8.800968467606792,3.0,4.0865319828757665,Marketing,Junior,Bachiller,0
53.0,0.0,56291.58378163186,0.5548634986690927,,0.0,1.075967107528462,IT,Senior,Universitario,0
52.0,,76937.61515136316,8.679047379882252,9.783818974956795,3.0,3.286305323567745,IT,Junior,Bachiller,0
36.0,2.0,50019.00061007541,10.470752902885929,4.586065879187277,5.0,4.204604700130142,Ventas,Mid,Maestría,0
22.0,13.0,59653.27125755681,8.316156327199481,8.471632682032107,0.0,4.2057227980849845,Finanzas,Senior,Maestría,0
33.0,17.0,,5.6958025437526425,9.247992485668025,1.0,1.5809344964166878,RRHH,Junior,Universitario,0
56.0,2.0,59157.71969122295,3.6165212769005466,8.26347866684996,2.0,1.310204040087855,Finanzas,Senior,Doctorado,0
58.0,5.0,,0.7127912811323427,8.754685919941988,,1.4997821690798125,IT,Mid,Universitario,0
51.0,12.0,80981.10439011971,5.462554307689171,1.0123884850949598,1.0,4.0883706219606575,Finanzas,Mid,Universitario,1
47.0,10.0,66749.75819819736,19.460546905942454,7.402385643794063,8.0,3.963112015684329,Marketing,Senior,Maestría,0
32.0,4.0,42333.86992872831,1.1098673257648377,4.843389186500108,6.0,,RRHH,Junior,Bachiller,0
53.0,,79226.35832447707,5.487615556667804,3.0144553857786667,6.0,4.023829063039079,IT,Mid,Doctorado,0
23.0,1.0,,8.36112607480252,8.85900583833808,7.0,4.734743156804916,IT,Junior,Universitario,0
31.0,11.0,63987.31945084859,,5.397095859944189,5.0,3.733064529418641,Ventas,Junior,Universitario,0
43.0,0.0,46462.857525857195,4.639483791316651,1.0755182094213758,3.0,2.282871285115816,IT,Junior,Universitario,1
30.0,17.0,67677.5141298024,4.585361158123997,2.6088492377411683,2.0,,RRHH,Senior,Universitario,0
51.0,7.0,63315.66518046279,5.520297392080357,2.1626341777733042,6.0,2.6408294192918556,IT,Senior,Universitario,1
46.0,18.0,73785.80539451502,1.9671463112242213,,1.0,4.471741586343948,RRHH,Mid,Maestría,0
42.0,1.0,51743.8412269317,3.302439525017602,7.506637684811161,3.0,4.9736163724202145,Finanzas,Mid,Universitario,0
39.0,16.0,69462.96608805521,0.8154357968913429,5.040666884545587,3.0,,Finanzas,Mid,Maestría,0
41.0,7.0,61076.39054376935,1.0861687139751437,4.070966807050402,3.0,2.8060035955185345,Marketing,Junior,Universitario,0
61.0,18.0,89252.72642579042,1.792644789187142,1.0591629554888566,1.0,2.785867842315948,Marketing,Junior,Bachiller,0
37.0,,51297.78502341711,1.8357217871796694,3.568602457469264,3.0,,Ventas,Mid,Universitario,1
60.0,9.0,70852.21201562183,,6.9628934747521845,3.0,1.0876633625662477,Finanzas,Mid,Maestría,0
56.0,10.0,79947.81469493573,0.20520990364673136,7.337832822020709,4.0,3.7132061239804606,Marketing,Junior,Universitario,0
50.0,13.0,80657.01952489944,2.913685192645433,8.307972602312374,3.0,3.467480981691975,Finanzas,Senior,Bachiller,0
51.0,13.0,75529.03202432062,3.7850626691179174,,3.0,1.6504609651789415,Finanzas,Mid,Universitario,0
24.0,10.0,50621.93938714626,6.314902532708743,8.128297006633384,4.0,4.12493913800839,IT,Senior,Universitario,0
53.0,10.0,,0.20420357998579514,8.89515598598447,4.0,4.441941134190314,Finanzas,Mid,Bachiller,0
35.0,3.0,53690.53741042597,5.80668709501696,1.6909977977524773,5.0,1.0074802880326175,Ventas,Mid,Bachiller,1
,9.0,74919.6945707574,7.493607317585522,1.6020910135964104,,3.861975396762358,IT,Mid,Universitario,0
26.0,13.0,58495.51809598443,3.4866192728726335,9.424856331179102,2.0,1.5141081137143049,IT,Mid,Universitario,0
49.0,17.0,75520.31408786555,3.315102703920104,3.3495798332892806,3.0,1.779950445330309,IT,Junior,Universitario,1
29.0,16.0,,5.457102597215372,5.435924142259806,0.0,2.7136994146183873,Finanzas,Mid,Universitario,0
54.0,5.0,59868.05097556831,,1.172658288761775,3.0,4.532310896609179,IT,Junior,Bachiller,0
57.0,4.0,67152.24532873738,9.84596753949378,,3.0,2.0433475443321285,Finanzas,Senior,Bachiller,0
34.0,18.0,62115.776721809125,,5.208908362714989,2.0,,RRHH,Senior,Universitario,0
41.0,5.0,61368.78443375365,5.947214280957903,4.392018015588589,3.0,2.766656508506941,IT,Junior,Universitario,0
39.0,10.0,,0.5773628024003612,1.4568339908660919,0.0,4.379986667236156,IT,Junior,Universitario,0
41.0,11.0,68200.86600484514,0.5088903672407026,7.201739746516196,7.0,1.9704699249594335,Finanzas,Junior,Bachiller,0
64.0,2.0,60673.02258774177,5.254180251675097,7.765668812027981,2.0,3.164335565417378,Finanzas,Junior,Universitario,0
54.0,,82196.58186244799,4.473835293255256,9.53669492455871,2.0,1.0088050585591386,Finanzas,Mid,Maestría,0
42.0,3.0,59035.853768118825,,5.7204793462109,4.0,2.899940596544054,IT,Mid,Universitario,0
45.0,12.0,66353.65968046708,5.27878202939762,1.3535314234528935,1.0,2.784949841941566,Ventas,Senior,Bachiller,0
